Code,Year,MilEx(% of GDP),Unempl(Male),GDP % growth,GDPpCap,Unempl,Inflation,GDP,Conflict,Conf_Code,Stage,Country,Description
KEN,2002-2004,1.63039242,,2.861211618,406.5419984,,4.75245345,13749079092,Mount Elgon Insurgency,MEI,Pre,Kenya,"The low-intensity Mt. Elgon insurgency started in 2006 when the SLDF militia resisted government attempts to evict squatters. The militia attacked thousands of civilians suspected of supporting the government. In the run-up to the December 2007 elections, the SLDF waged a campaign of terror in favor of opposition Orange Democratic Movement (ODM) candidates for local council and parliament.  In response, in March 2008 the Kenyan government initiated a heavy-handed military and police joint operation. Security forces carried out hundreds of extrajudicial killings and tortured and arbitrarily detained thousands of people. Between 2006 and mid-2008 the SLDF killed an estimated 750 people and the security forces an estimated 270. In addition, over 300 were disappeared - an estimated 199 at the hands of the security forces and 126 at the hands of the SLDF.[24]"
KEN,2005-2008,1.769508422,,5.189383214,446.4521657,,7.878401672,16542211293,Mount Elgon Insurgency,MEI,During,Kenya,"The low-intensity Mt. Elgon insurgency started in 2006 when the SLDF militia resisted government attempts to evict squatters. The militia attacked thousands of civilians suspected of supporting the government. In the run-up to the December 2007 elections, the SLDF waged a campaign of terror in favor of opposition Orange Democratic Movement (ODM) candidates for local council and parliament.  In response, in March 2008 the Kenyan government initiated a heavy-handed military and police joint operation. Security forces carried out hundreds of extrajudicial killings and tortured and arbitrarily detained thousands of people. Between 2006 and mid-2008 the SLDF killed an estimated 750 people and the security forces an estimated 270. In addition, over 300 were disappeared - an estimated 199 at the hands of the security forces and 126 at the hands of the SLDF.[24]"
KEN,2009-2011,1.767832964,,4.292016368,468.5227084,,7.786315488,18996042500,Mount Elgon Insurgency,MEI,Post,Kenya,"The low-intensity Mt. Elgon insurgency started in 2006 when the SLDF militia resisted government attempts to evict squatters. The militia attacked thousands of civilians suspected of supporting the government. In the run-up to the December 2007 elections, the SLDF waged a campaign of terror in favor of opposition Orange Democratic Movement (ODM) candidates for local council and parliament.  In response, in March 2008 the Kenyan government initiated a heavy-handed military and police joint operation. Security forces carried out hundreds of extrajudicial killings and tortured and arbitrarily detained thousands of people. Between 2006 and mid-2008 the SLDF killed an estimated 750 people and the security forces an estimated 270. In addition, over 300 were disappeared - an estimated 199 at the hands of the security forces and 126 at the hands of the SLDF.[24]"
COM,2005-2007,,,1.987675669,354.003192,,3.160968282,233816954.9,2008 Invasion of Anjouan,IOA,Pre,Comoros,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
COM,2008,,,0.974927219,341.2159913,,5.505984111,237839147.3,2008 Invasion of Anjouan,IOA,During,Comoros,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
COM,2009-2011,,,2.045847406,336.6662585,,4.516816579,247370307.4,2008 Invasion of Anjouan,IOA,Post,Comoros,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
SDN,2005-2007,4.238418626,,9.260154995,463.3841575,,8.314374953,18273291828,2008 Invasion of Anjouan,IOA,Pre,Sudan,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
SDN,2008,,,6.841244009,519.2826583,,14.46403957,21506169704,2008 Invasion of Anjouan,IOA,During,Sudan,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
SDN,2009-2011,,,5.254233846,549.4229166,,9.515086332,23938759023,2008 Invasion of Anjouan,IOA,Post,Sudan,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
TZA,2005-2007,1.000889192,2.799999952,7.085118339,394.8639703,,6.893715472,15325005977,2008 Invasion of Anjouan,IOA,Pre,Tanzania,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
TZA,2008,0.936175457,,7.436819664,428.7591559,,10.10997674,17592588002,2008 Invasion of Anjouan,IOA,During,Tanzania,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
TZA,2009-2011,1.066565308,,6.50460722,458.0581032,,7.831740247,19956970101,2008 Invasion of Anjouan,IOA,Post,Tanzania,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
LBY,2005-2007,1.186433657,,7.266666667,7463.310819,,17.92557952,44022835073,2008 Invasion of Anjouan,IOA,Pre,Libya,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
LBY,2008,1.180701754,,3.8,7865.254376,,25.37281917,48368325616,2008 Invasion of Anjouan,IOA,During,Libya,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
LBY,2009-2011,,,2.1,7885.468037,,-32.81440624,49384060454,2008 Invasion of Anjouan,IOA,Post,Libya,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
FRA,2005-2007,2.41321203,7.866666794,2.192935703,23127.93587,8.566666603,2.213346708,1.47E+12,2008 Invasion of Anjouan,IOA,Pre,France,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
FRA,2008,2.331011615,6.900000095,-0.080667606,23366.40262,7.400000095,2.542074026,1.50E+12,2008 Invasion of Anjouan,IOA,During,France,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
FRA,2009-2011,2.368391688,8.94999981,0.071256339,22761.25484,9.200000286,1.036004567,1.48E+12,2008 Invasion of Anjouan,IOA,Post,France,"The 2008 invasion of Anjouan took place on March 25 2008 led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France. The objective of the invasion was to topple Colonel Mohamed Bacar's leadership in Anjouan, an island part of the Union of Comoros, when he refused to step down after a disputed 2007 election. The main towns were quickly overrun and the island was declared under the control of the invading forces the same day. Mohamed Bacar managed to escape, reportedly dressed as a woman, and requested political asylum. He was subsequently held in custody there by the French. On May 15, France rejected Bacar's request for asylum but the French refugee office ruled that the ousted leader could not be extradited to the Comoros because of the risk of persecution. Some analysts suggested that the AU was hoping to win easily against Anjouan to earn some international prestige to offset the failures of its struggling peacekeeping missions in Sudan and Somalia.[19]"
DJI,2005-2007,5.612606091,,4.356509075,812.857861,,3.860660565,669908102.9,Djiboutian-Eritrean Border Conflict,DEB,Pre,Djibouti,"The Djiboutian and Eritrean armies had been engaged in a showdown for two months when, on 10 June 2008, violent fighting sparked by an Eritrean attack led to the death of several dozen soldiers from both countries. On 12 June, the Security Council presidency - held by the United States at the time - condemned the military action conducted by Eritrea and called on both parties to withdraw their forces to the status quo ante and work cooperatively to resolve the dispute by diplomatic means. On 24 June, the Security Council reiterated its call for restraint and dialogue in a statement to the press issued by the bodys president, who also asked the secretary-general to send a fact-finding mission to the region.[25]"
DJI,2008,3.692080382,,5.799962619,869.0854807,,9.523655216,743620824.3,Djiboutian-Eritrean Border Conflict,DEB,During,Djibouti,"The Djiboutian and Eritrean armies had been engaged in a showdown for two months when, on 10 June 2008, violent fighting sparked by an Eritrean attack led to the death of several dozen soldiers from both countries. On 12 June, the Security Council presidency - held by the United States at the time - condemned the military action conducted by Eritrea and called on both parties to withdraw their forces to the status quo ante and work cooperatively to resolve the dispute by diplomatic means. On 24 June, the Security Council reiterated its call for restraint and dialogue in a statement to the press issued by the bodys president, who also asked the secretary-general to send a fact-finding mission to the region.[25]"
DJI,2009-2011,,,4.999503141,895.3183396,,1.686429501,780798170.8,Djiboutian-Eritrean Border Conflict,DEB,Post,Djibouti,"The Djiboutian and Eritrean armies had been engaged in a showdown for two months when, on 10 June 2008, violent fighting sparked by an Eritrean attack led to the death of several dozen soldiers from both countries. On 12 June, the Security Council presidency - held by the United States at the time - condemned the military action conducted by Eritrea and called on both parties to withdraw their forces to the status quo ante and work cooperatively to resolve the dispute by diplomatic means. On 24 June, the Security Council reiterated its call for restraint and dialogue in a statement to the press issued by the bodys president, who also asked the secretary-general to send a fact-finding mission to the region.[25]"
ERI,2005-2007,,,1.011050458,172.4502604,,8.7685075,800207792.2,Djiboutian-Eritrean Border Conflict,DEB,Pre,Eritrea,"The Djiboutian and Eritrean armies had been engaged in a showdown for two months when, on 10 June 2008, violent fighting sparked by an Eritrean attack led to the death of several dozen soldiers from both countries. On 12 June, the Security Council presidency - held by the United States at the time - condemned the military action conducted by Eritrea and called on both parties to withdraw their forces to the status quo ante and work cooperatively to resolve the dispute by diplomatic means. On 24 June, the Security Council reiterated its call for restraint and dialogue in a statement to the press issued by the bodys president, who also asked the secretary-general to send a fact-finding mission to the region.[25]"
ERI,2008,,,-9.793548387,146.8084041,,16.08673675,726337662.3,Djiboutian-Eritrean Border Conflict,DEB,During,Eritrea,"The Djiboutian and Eritrean armies had been engaged in a showdown for two months when, on 10 June 2008, violent fighting sparked by an Eritrean attack led to the death of several dozen soldiers from both countries. On 12 June, the Security Council presidency - held by the United States at the time - condemned the military action conducted by Eritrea and called on both parties to withdraw their forces to the status quo ante and work cooperatively to resolve the dispute by diplomatic means. On 24 June, the Security Council reiterated its call for restraint and dialogue in a statement to the press issued by the bodys president, who also asked the secretary-general to send a fact-finding mission to the region.[25]"
ERI,2009-2011,,,4.93232973,149.8614319,,18.1384263,787982684,Djiboutian-Eritrean Border Conflict,DEB,Post,Eritrea,"The Djiboutian and Eritrean armies had been engaged in a showdown for two months when, on 10 June 2008, violent fighting sparked by an Eritrean attack led to the death of several dozen soldiers from both countries. On 12 June, the Security Council presidency - held by the United States at the time - condemned the military action conducted by Eritrea and called on both parties to withdraw their forces to the status quo ante and work cooperatively to resolve the dispute by diplomatic means. On 24 June, the Security Council reiterated its call for restraint and dialogue in a statement to the press issued by the bodys president, who also asked the secretary-general to send a fact-finding mission to the region.[25]"
NGA,2006-2008,0.633462432,,6.211163899,475.7053575,,11.78323275,69962794257,2009 Boko Haram Uprising,BHU,Pre,Nigeria,"Boko Haram, which means 'Western education is sin' in the Hausa language, launched an uprising in 2009 led by the late Mohammed Yusuf which lead to nearly a week of fighting that ended with a military assault which left about 800 dead and the group's mosque and headquarters in northeastern Maiduguri in ruins.[29]"
NGA,2009,0.892430279,,6.959778055,513.5003377,,-4.411983453,79329677135,2009 Boko Haram Uprising,BHU,During,Nigeria,"Boko Haram, which means 'Western education is sin' in the Hausa language, launched an uprising in 2009 led by the late Mohammed Yusuf which lead to nearly a week of fighting that ended with a military assault which left about 800 dead and the group's mosque and headquarters in northeastern Maiduguri in ruins.[29]"
NGA,2010-2012,1.013471213,,7.665795835,553.3400044,,14.55941738,88807331757,2009 Boko Haram Uprising,BHU,Post,Nigeria,"Boko Haram, which means 'Western education is sin' in the Hausa language, launched an uprising in 2009 led by the late Mohammed Yusuf which lead to nearly a week of fighting that ended with a military assault which left about 800 dead and the group's mosque and headquarters in northeastern Maiduguri in ruins.[29]"
KGZ,2007-2009,3.440924864,7.450000048,6.610261802,369.6438224,8.266666539,13.7092815,1968384849,2010 Ethnic Violence in Kyrgyzstan,EVK,Pre,Kyrgyzstan,"Longstanding tensions between the Kyrgyz majority and the Uzbek minority exploded into violence in June 2010.  The official death toll rose to more than 100, and thousands of refugees poured across the border into Uzbekistan as the authorities were unable to contain the murderous mobs.  Three days after the violence started Russia sent paratroopers, but only to defend it's military bases.[26]"
KGZ,2010,4.206575054,,-0.471566606,376.0840211,8.6,10.03390355,2048868138,2010 Ethnic Violence in Kyrgyzstan,EVK,During,Kyrgyzstan,"Longstanding tensions between the Kyrgyz majority and the Uzbek minority exploded into violence in June 2010.  The official death toll rose to more than 100, and thousands of refugees poured across the border into Uzbekistan as the authorities were unable to contain the murderous mobs.  Three days after the violence started Russia sent paratroopers, but only to defend it's military bases.[26]"
KGZ,2011-2013,,,5.683005754,393.1914713,,17.26755088,2165305433,2010 Ethnic Violence in Kyrgyzstan,EVK,Post,Kyrgyzstan,"Longstanding tensions between the Kyrgyz majority and the Uzbek minority exploded into violence in June 2010.  The official death toll rose to more than 100, and thousands of refugees poured across the border into Uzbekistan as the authorities were unable to contain the murderous mobs.  Three days after the violence started Russia sent paratroopers, but only to defend it's military bases.[26]"
FRA,2007-2009,2.410204527,7.766666571,-0.314101464,23130.4628,8.166666825,1.948385058,1.49E+12,Second Ivorian Civil War,SIC,Pre,France,"The Ivory Coast has, throughout its history, been involved in a series of coups, civil wars and increasing tensions manipulated along ethnic lines. The latest of which began following disputed Presidential elections in late-2010. Several weeks of battles left thousands dead and eventually led to the capture of President Laurent Gbagbo, after intense aerial bombing of his positions by the UN and French Licorne forces. Opposition leader, Alassane Ouattara was later sworn in as President, vowing to create a Truth and Reconciliation Commission, as sporadic violence and abuses continued.[27]"
FRA,2010-2011,2.276021287,9,1.680410201,22887.50096,9.300000191,1.196020778,1.50E+12,Second Ivorian Civil War,SIC,During,France,"The Ivory Coast has, throughout its history, been involved in a series of coups, civil wars and increasing tensions manipulated along ethnic lines. The latest of which began following disputed Presidential elections in late-2010. Several weeks of battles left thousands dead and eventually led to the capture of President Laurent Gbagbo, after intense aerial bombing of his positions by the UN and French Licorne forces. Opposition leader, Alassane Ouattara was later sworn in as President, vowing to create a Truth and Reconciliation Commission, as sporadic violence and abuses continued.[27]"
FRA,2012-2013,,,,,,,,Second Ivorian Civil War,SIC,Post,France,"The Ivory Coast has, throughout its history, been involved in a series of coups, civil wars and increasing tensions manipulated along ethnic lines. The latest of which began following disputed Presidential elections in late-2010. Several weeks of battles left thousands dead and eventually led to the capture of President Laurent Gbagbo, after intense aerial bombing of his positions by the UN and French Licorne forces. Opposition leader, Alassane Ouattara was later sworn in as President, vowing to create a Truth and Reconciliation Commission, as sporadic violence and abuses continued.[27]"
CIV,2007-2009,1.675755816,,2.598221634,577.4452852,,3.575564722,10969897398,Second Ivorian Civil War,SIC,Pre,Cote d'Ivoire,"The Ivory Coast has, throughout its history, been involved in a series of coups, civil wars and increasing tensions manipulated along ethnic lines. The latest of which began following disputed Presidential elections in late-2010. Several weeks of battles left thousands dead and eventually led to the capture of President Laurent Gbagbo, after intense aerial bombing of his positions by the UN and French Licorne forces. Opposition leader, Alassane Ouattara was later sworn in as President, vowing to create a Truth and Reconciliation Commission, as sporadic violence and abuses continued.[27]"
CIV,2010-2011,1.58950399,,-1.167188879,567.8879896,,3.466392289,11322643350,Second Ivorian Civil War,SIC,During,Cote d'Ivoire,"The Ivory Coast has, throughout its history, been involved in a series of coups, civil wars and increasing tensions manipulated along ethnic lines. The latest of which began following disputed Presidential elections in late-2010. Several weeks of battles left thousands dead and eventually led to the capture of President Laurent Gbagbo, after intense aerial bombing of his positions by the UN and French Licorne forces. Opposition leader, Alassane Ouattara was later sworn in as President, vowing to create a Truth and Reconciliation Commission, as sporadic violence and abuses continued.[27]"
CIV,2012-2013,,,,,,,,Second Ivorian Civil War,SIC,Post,Cote d'Ivoire,"The Ivory Coast has, throughout its history, been involved in a series of coups, civil wars and increasing tensions manipulated along ethnic lines. The latest of which began following disputed Presidential elections in late-2010. Several weeks of battles left thousands dead and eventually led to the capture of President Laurent Gbagbo, after intense aerial bombing of his positions by the UN and French Licorne forces. Opposition leader, Alassane Ouattara was later sworn in as President, vowing to create a Truth and Reconciliation Commission, as sporadic violence and abuses continued.[27]"
RWA,1987-1989,1.62047052,1,1.479418203,243.8479474,0.800000012,2.729246519,1686789931,Rwandan Civil War,RCW,Pre,Rwanda,"On 1 October 1990, the RPF launched a major attack on Rwanda from Uganda with a force of 7,000 fighters. Because of the RPF attacks which displaced thousands and a policy of deliberately targeted propaganda by the government, all Tutsis inside the country were labeled accomplices of the RPF and Hutu members of the opposition parties were labeled as traitors. On 6 April 1994, the deaths of the Presidents of Burundi and Rwanda in a place crash caused by a rocket attack, ignited several weeks of intense and systematic massacres. The killings - as many as 1 million people are estimated to have perished - shocked the international community and were clearly acts of genocide. An estimated 150,000 to 250,000 women were also raped.  On June 22, the Security Council authorized French-led forces to mount a humanitarian mission. The mission saved hundreds of civilians in South West Rwanda, but is also said to have allowed soldiers, officials and militiamen involved in the genocide to flee Rwanda through the areas under their control. In other areas, killings continued until 4 July 1994 when the RPF took military control of the entire territory of Rwanda.[28]"
RWA,1990-1993,4.544962595,0.600000024,-1.787409346,250.8842916,0.300000012,12.39854777,1651256694,Rwandan Civil War,RCW,During,Rwanda,"On 1 October 1990, the RPF launched a major attack on Rwanda from Uganda with a force of 7,000 fighters. Because of the RPF attacks which displaced thousands and a policy of deliberately targeted propaganda by the government, all Tutsis inside the country were labeled accomplices of the RPF and Hutu members of the opposition parties were labeled as traitors. On 6 April 1994, the deaths of the Presidents of Burundi and Rwanda in a place crash caused by a rocket attack, ignited several weeks of intense and systematic massacres. The killings - as many as 1 million people are estimated to have perished - shocked the international community and were clearly acts of genocide. An estimated 150,000 to 250,000 women were also raped.  On June 22, the Security Council authorized French-led forces to mount a humanitarian mission. The mission saved hundreds of civilians in South West Rwanda, but is also said to have allowed soldiers, officials and militiamen involved in the genocide to flee Rwanda through the areas under their control. In other areas, killings continued until 4 July 1994 when the RPF took military control of the entire territory of Rwanda.[28]"
RWA,1994-1996,4.376803693,0.899999976,-0.759431013,179.2559506,0.600000024,26.45976724,1018242983,Rwandan Civil War,RCW,Post,Rwanda,"On 1 October 1990, the RPF launched a major attack on Rwanda from Uganda with a force of 7,000 fighters. Because of the RPF attacks which displaced thousands and a policy of deliberately targeted propaganda by the government, all Tutsis inside the country were labeled accomplices of the RPF and Hutu members of the opposition parties were labeled as traitors. On 6 April 1994, the deaths of the Presidents of Burundi and Rwanda in a place crash caused by a rocket attack, ignited several weeks of intense and systematic massacres. The killings - as many as 1 million people are estimated to have perished - shocked the international community and were clearly acts of genocide. An estimated 150,000 to 250,000 women were also raped.  On June 22, the Security Council authorized French-led forces to mount a humanitarian mission. The mission saved hundreds of civilians in South West Rwanda, but is also said to have allowed soldiers, officials and militiamen involved in the genocide to flee Rwanda through the areas under their control. In other areas, killings continued until 4 July 1994 when the RPF took military control of the entire territory of Rwanda.[28]"
